DateRange,INVertor Power (MW),SoC
05.01.2024 12:00 - 05.01.2024 12:15,2.63,98.13
05.01.2024 12:15 - 05.01.2024 12:30,2.63,98.75
05.01.2024 12:30 - 05.01.2024 12:45,2.63,99.37
05.01.2024 12:45 - 05.01.2024 13:00,2.63,100.00
05.01.2024 13:00 - 05.01.2024 13:15,0.00,100.00
05.01.2024 13:15 - 05.01.2024 13:30,0.00,100.00
05.01.2024 13:30 - 05.01.2024 13:45,0.00,100.00
05.01.2024 13:45 - 05.01.2024 14:00,0.00,100.00
05.01.2024 14:00 - 05.01.2024 14:15,-23.75,93.75
05.01.2024 14:15 - 05.01.2024 14:30,-23.75,87.50
05.01.2024 14:30 - 05.01.2024 14:45,-23.75,81.25
05.01.2024 14:45 - 05.01.2024 15:00,-23.75,75.00
05.01.2024 15:00 - 05.01.2024 15:15,-23.75,68.75
05.01.2024 15:15 - 05.01.2024 15:30,-23.75,62.50
05.01.2024 15:30 - 05.01.2024 15:45,-23.75,56.25
05.01.2024 15:45 - 05.01.2024 16:00,-23.75,50.00
05.01.2024 16:00 - 05.01.2024 16:15,-23.75,43.75
05.01.2024 16:15 - 05.01.2024 16:30,-23.75,37.50
05.01.2024 16:30 - 05.01.2024 16:45,-23.75,31.25
05.01.2024 16:45 - 05.01.2024 17:00,-23.75,25.00
05.01.2024 17:00 - 05.01.2024 17:15,-23.75,18.75
05.01.2024 17:15 - 05.01.2024 17:30,-23.75,12.50
05.01.2024 17:30 - 05.01.2024 17:45,-23.75,6.25
05.01.2024 17:45 - 05.01.2024 18:00,-23.75,0.00
05.01.2024 18:00 - 05.01.2024 18:15,0.00,0.00
05.01.2024 18:15 - 05.01.2024 18:30,0.00,0.00
05.01.2024 18:30 - 05.01.2024 18:45,0.00,0.00
05.01.2024 18:45 - 05.01.2024 19:00,0.00,0.00
05.01.2024 19:00 - 05.01.2024 19:15,0.00,0.00
05.01.2024 19:15 - 05.01.2024 19:30,0.00,0.00
05.01.2024 19:30 - 05.01.2024 19:45,0.00,0.00
05.01.2024 19:45 - 05.01.2024 20:00,0.00,0.00
05.01.2024 20:00 - 05.01.2024 20:15,0.00,0.00
05.01.2024 20:15 - 05.01.2024 20:30,0.00,0.00
05.01.2024 20:30 - 05.01.2024 20:45,0.00,0.00
05.01.2024 20:45 - 05.01.2024 21:00,0.00,0.00
05.01.2024 21:00 - 05.01.2024 21:15,0.00,0.00
05.01.2024 21:15 - 05.01.2024 21:30,0.00,0.00
05.01.2024 21:30 - 05.01.2024 21:45,0.00,0.00
05.01.2024 21:45 - 05.01.2024 22:00,0.00,0.00
05.01.2024 22:00 - 05.01.2024 22:15,0.00,0.00
05.01.2024 22:15 - 05.01.2024 22:30,0.00,0.00
05.01.2024 22:30 - 05.01.2024 22:45,0.00,0.00
05.01.2024 22:45 - 05.01.2024 23:00,0.00,0.00
05.01.2024 23:00 - 05.01.2024 23:15,0.00,0.00
05.01.2024 23:15 - 05.01.2024 23:30,0.00,0.00
05.01.2024 23:30 - 05.01.2024 23:45,0.00,0.00
05.01.2024 23:45 - 06.01.2024 00:00,0.00,0.00
06.01.2024 00:00 - 06.01.2024 00:15,25.00,5.94
06.01.2024 00:15 - 06.01.2024 00:30,25.00,11.87
06.01.2024 00:30 - 06.01.2024 00:45,25.00,17.81
06.01.2024 00:45 - 06.01.2024 01:00,25.00,23.75
06.01.2024 01:00 - 06.01.2024 01:15,0.00,23.75
06.01.2024 01:15 - 06.01.2024 01:30,0.00,23.75
06.01.2024 01:30 - 06.01.2024 01:45,0.00,23.75
06.01.2024 01:45 - 06.01.2024 02:00,0.00,23.75
06.01.2024 02:00 - 06.01.2024 02:15,0.00,23.75
06.01.2024 02:15 - 06.01.2024 02:30,0.00,23.75
06.01.2024 02:30 - 06.01.2024 02:45,0.00,23.75
06.01.2024 02:45 - 06.01.2024 03:00,0.00,23.75
06.01.2024 03:00 - 06.01.2024 03:15,0.00,23.75
06.01.2024 03:15 - 06.01.2024 03:30,0.00,23.75
06.01.2024 03:30 - 06.01.2024 03:45,0.00,23.75
06.01.2024 03:45 - 06.01.2024 04:00,0.00,23.75
06.01.2024 04:00 - 06.01.2024 04:15,0.00,23.75
06.01.2024 04:15 - 06.01.2024 04:30,0.00,23.75
06.01.2024 04:30 - 06.01.2024 04:45,0.00,23.75
06.01.2024 04:45 - 06.01.2024 05:00,0.00,23.75
06.01.2024 05:00 - 06.01.2024 05:15,0.00,23.75
06.01.2024 05:15 - 06.01.2024 05:30,0.00,23.75
06.01.2024 05:30 - 06.01.2024 05:45,0.00,23.75
06.01.2024 05:45 - 06.01.2024 06:00,0.00,23.75
06.01.2024 06:00 - 06.01.2024 06:15,0.00,23.75
06.01.2024 06:15 - 06.01.2024 06:30,0.00,23.75
06.01.2024 06:30 - 06.01.2024 06:45,0.00,23.75
06.01.2024 06:45 - 06.01.2024 07:00,0.00,23.75
06.01.2024 07:00 - 06.01.2024 07:15,0.00,23.75
06.01.2024 07:15 - 06.01.2024 07:30,0.00,23.75
06.01.2024 07:30 - 06.01.2024 07:45,0.00,23.75
06.01.2024 07:45 - 06.01.2024 08:00,0.00,23.75
06.01.2024 08:00 - 06.01.2024 08:15,0.00,23.75
06.01.2024 08:15 - 06.01.2024 08:30,0.00,23.75
06.01.2024 08:30 - 06.01.2024 08:45,0.00,23.75
06.01.2024 08:45 - 06.01.2024 09:00,0.00,23.75
06.01.2024 09:00 - 06.01.2024 09:15,0.00,23.75
06.01.2024 09:15 - 06.01.2024 09:30,0.00,23.75
06.01.2024 09:30 - 06.01.2024 09:45,0.00,23.75
06.01.2024 09:45 - 06.01.2024 10:00,0.00,23.75
06.01.2024 10:00 - 06.01.2024 10:15,0.00,23.75
06.01.2024 10:15 - 06.01.2024 10:30,0.00,23.75
06.01.2024 10:30 - 06.01.2024 10:45,0.00,23.75
06.01.2024 10:45 - 06.01.2024 11:00,0.00,23.75
06.01.2024 11:00 - 06.01.2024 11:15,0.00,23.75
06.01.2024 11:15 - 06.01.2024 11:30,0.00,23.75
06.01.2024 11:30 - 06.01.2024 11:45,0.00,23.75
06.01.2024 11:45 - 06.01.2024 12:00,0.00,23.75
06.01.2024 12:00 - 06.01.2024 12:15,0.00,23.75
06.01.2024 12:15 - 06.01.2024 12:30,0.00,23.75
06.01.2024 12:30 - 06.01.2024 12:45,0.00,23.75
06.01.2024 12:45 - 06.01.2024 13:00,0.00,23.75
06.01.2024 13:00 - 06.01.2024 13:15,0.00,23.75
06.01.2024 13:15 - 06.01.2024 13:30,0.00,23.75
06.01.2024 13:30 - 06.01.2024 13:45,0.00,23.75
06.01.2024 13:45 - 06.01.2024 14:00,0.00,23.75
06.01.2024 14:00 - 06.01.2024 14:15,0.00,23.75
06.01.2024 14:15 - 06.01.2024 14:30,0.00,23.75
06.01.2024 14:30 - 06.01.2024 14:45,0.00,23.75
06.01.2024 14:45 - 06.01.2024 15:00,0.00,23.75
06.01.2024 15:00 - 06.01.2024 15:15,0.00,23.75
06.01.2024 15:15 - 06.01.2024 15:30,0.00,23.75
06.01.2024 15:30 - 06.01.2024 15:45,0.00,23.75
06.01.2024 15:45 - 06.01.2024 16:00,0.00,23.75
06.01.2024 16:00 - 06.01.2024 16:15,0.00,23.75
06.01.2024 16:15 - 06.01.2024 16:30,0.00,23.75
06.01.2024 16:30 - 06.01.2024 16:45,0.00,23.75
06.01.2024 16:45 - 06.01.2024 17:00,0.00,23.75
06.01.2024 17:00 - 06.01.2024 17:15,-22.56,17.81
06.01.2024 17:15 - 06.01.2024 17:30,-22.56,11.87
06.01.2024 17:30 - 06.01.2024 17:45,-22.56,5.94
06.01.2024 17:45 - 06.01.2024 18:00,-22.56,0.00
06.01.2024 18:00 - 06.01.2024 18:15,0.00,0.00
06.01.2024 18:15 - 06.01.2024 18:30,0.00,0.00
06.01.2024 18:30 - 06.01.2024 18:45,0.00,0.00
06.01.2024 18:45 - 06.01.2024 19:00,0.00,0.00
06.01.2024 19:00 - 06.01.2024 19:15,0.00,0.00
06.01.2024 19:15 - 06.01.2024 19:30,0.00,0.00
06.01.2024 19:30 - 06.01.2024 19:45,0.00,0.00
06.01.2024 19:45 - 06.01.2024 20:00,0.00,0.00
06.01.2024 20:00 - 06.01.2024 20:15,0.00,0.00
06.01.2024 20:15 - 06.01.2024 20:30,0.00,0.00
06.01.2024 20:30 - 06.01.2024 20:45,0.00,0.00
06.01.2024 20:45 - 06.01.2024 21:00,0.00,0.00
06.01.2024 21:00 - 06.01.2024 21:15,0.00,0.00
06.01.2024 21:15 - 06.01.2024 21:30,0.00,0.00
06.01.2024 21:30 - 06.01.2024 21:45,0.00,0.00
06.01.2024 21:45 - 06.01.2024 22:00,0.00,0.00
06.01.2024 22:00 - 06.01.2024 22:15,0.00,0.00
06.01.2024 22:15 - 06.01.2024 22:30,0.00,0.00
06.01.2024 22:30 - 06.01.2024 22:45,0.00,0.00
06.01.2024 22:45 - 06.01.2024 23:00,0.00,0.00
06.01.2024 23:00 - 06.01.2024 23:15,0.00,0.00
06.01.2024 23:15 - 06.01.2024 23:30,0.00,0.00
06.01.2024 23:30 - 06.01.2024 23:45,0.00,0.00
06.01.2024 23:45 - 07.01.2024 00:00,0.00,0.00
07.01.2024 00:00 - 07.01.2024 00:15,0.00,0.00
07.01.2024 00:15 - 07.01.2024 00:30,0.00,0.00
07.01.2024 00:30 - 07.01.2024 00:45,0.00,0.00
07.01.2024 00:45 - 07.01.2024 01:00,0.00,0.00
07.01.2024 01:00 - 07.01.2024 01:15,5.26,1.25
07.01.2024 01:15 - 07.01.2024 01:30,5.26,2.50
07.01.2024 01:30 - 07.01.2024 01:45,5.26,3.75
07.01.2024 01:45 - 07.01.2024 02:00,5.26,5.00
07.01.2024 02:00 - 07.01.2024 02:15,25.00,10.94
07.01.2024 02:15 - 07.01.2024 02:30,25.00,16.87
07.01.2024 02:30 - 07.01.2024 02:45,25.00,22.81
07.01.2024 02:45 - 07.01.2024 03:00,25.00,28.75
07.01.2024 03:00 - 07.01.2024 03:15,25.00,34.69
07.01.2024 03:15 - 07.01.2024 03:30,25.00,40.62
07.01.2024 03:30 - 07.01.2024 03:45,25.00,46.56
07.01.2024 03:45 - 07.01.2024 04:00,25.00,52.50
07.01.2024 04:00 - 07.01.2024 04:15,25.00,58.44
07.01.2024 04:15 - 07.01.2024 04:30,25.00,64.37
07.01.2024 04:30 - 07.01.2024 04:45,25.00,70.31
07.01.2024 04:45 - 07.01.2024 05:00,25.00,76.25
07.01.2024 05:00 - 07.01.2024 05:15,25.00,82.19
07.01.2024 05:15 - 07.01.2024 05:30,25.00,88.12
07.01.2024 05:30 - 07.01.2024 05:45,25.00,94.06
07.01.2024 05:45 - 07.01.2024 06:00,25.00,100.00
07.01.2024 06:00 - 07.01.2024 06:15,0.00,100.00
07.01.2024 06:15 - 07.01.2024 06:30,0.00,100.00
07.01.2024 06:30 - 07.01.2024 06:45,0.00,100.00
07.01.2024 06:45 - 07.01.2024 07:00,0.00,100.00
07.01.2024 07:00 - 07.01.2024 07:15,0.00,100.00
07.01.2024 07:15 - 07.01.2024 07:30,0.00,100.00
07.01.2024 07:30 - 07.01.2024 07:45,0.00,100.00
07.01.2024 07:45 - 07.01.2024 08:00,0.00,100.00
07.01.2024 08:00 - 07.01.2024 08:15,0.00,100.00
07.01.2024 08:15 - 07.01.2024 08:30,0.00,100.00
07.01.2024 08:30 - 07.01.2024 08:45,0.00,100.00
07.01.2024 08:45 - 07.01.2024 09:00,0.00,100.00
07.01.2024 09:00 - 07.01.2024 09:15,0.00,100.00
07.01.2024 09:15 - 07.01.2024 09:30,0.00,100.00
07.01.2024 09:30 - 07.01.2024 09:45,0.00,100.00
07.01.2024 09:45 - 07.01.2024 10:00,0.00,100.00
07.01.2024 10:00 - 07.01.2024 10:15,0.00,100.00
07.01.2024 10:15 - 07.01.2024 10:30,0.00,100.00
07.01.2024 10:30 - 07.01.2024 10:45,0.00,100.00
07.01.2024 10:45 - 07.01.2024 11:00,0.00,100.00
07.01.2024 11:00 - 07.01.2024 11:15,0.00,100.00
07.01.2024 11:15 - 07.01.2024 11:30,0.00,100.00
07.01.2024 11:30 - 07.01.2024 11:45,0.00,100.00
07.01.2024 11:45 - 07.01.2024 12:00,0.00,100.00
07.01.2024 12:00 - 07.01.2024 12:15,0.00,100.00
07.01.2024 12:15 - 07.01.2024 12:30,0.00,100.00
07.01.2024 12:30 - 07.01.2024 12:45,0.00,100.00
07.01.2024 12:45 - 07.01.2024 13:00,0.00,100.00
07.01.2024 13:00 - 07.01.2024 13:15,0.00,100.00
07.01.2024 13:15 - 07.01.2024 13:30,0.00,100.00
07.01.2024 13:30 - 07.01.2024 13:45,0.00,100.00
07.01.2024 13:45 - 07.01.2024 14:00,0.00,100.00
07.01.2024 14:00 - 07.01.2024 14:15,0.00,100.00
07.01.2024 14:15 - 07.01.2024 14:30,0.00,100.00
07.01.2024 14:30 - 07.01.2024 14:45,0.00,100.00
07.01.2024 14:45 - 07.01.2024 15:00,0.00,100.00
07.01.2024 15:00 - 07.01.2024 15:15,0.00,100.00
07.01.2024 15:15 - 07.01.2024 15:30,0.00,100.00
07.01.2024 15:30 - 07.01.2024 15:45,0.00,100.00
07.01.2024 15:45 - 07.01.2024 16:00,0.00,100.00
07.01.2024 16:00 - 07.01.2024 16:15,0.00,100.00
07.01.2024 16:15 - 07.01.2024 16:30,0.00,100.00
07.01.2024 16:30 - 07.01.2024 16:45,0.00,100.00
07.01.2024 16:45 - 07.01.2024 17:00,0.00,100.00
07.01.2024 17:00 - 07.01.2024 17:15,0.00,100.00
07.01.2024 17:15 - 07.01.2024 17:30,0.00,100.00
07.01.2024 17:30 - 07.01.2024 17:45,0.00,100.00
07.01.2024 17:45 - 07.01.2024 18:00,0.00,100.00
07.01.2024 18:00 - 07.01.2024 18:15,0.00,100.00
07.01.2024 18:15 - 07.01.2024 18:30,0.00,100.00
07.01.2024 18:30 - 07.01.2024 18:45,0.00,100.00
07.01.2024 18:45 - 07.01.2024 19:00,0.00,100.00
07.01.2024 19:00 - 07.01.2024 19:15,0.00,100.00
07.01.2024 19:15 - 07.01.2024 19:30,0.00,100.00
07.01.2024 19:30 - 07.01.2024 19:45,0.00,100.00
07.01.2024 19:45 - 07.01.2024 20:00,0.00,100.00
07.01.2024 20:00 - 07.01.2024 20:15,0.00,100.00
07.01.2024 20:15 - 07.01.2024 20:30,0.00,100.00
07.01.2024 20:30 - 07.01.2024 20:45,0.00,100.00
07.01.2024 20:45 - 07.01.2024 21:00,0.00,100.00
07.01.2024 21:00 - 07.01.2024 21:15,0.00,100.00
07.01.2024 21:15 - 07.01.2024 21:30,0.00,100.00
07.01.2024 21:30 - 07.01.2024 21:45,0.00,100.00
07.01.2024 21:45 - 07.01.2024 22:00,0.00,100.00
07.01.2024 22:00 - 07.01.2024 22:15,0.00,100.00
07.01.2024 22:15 - 07.01.2024 22:30,0.00,100.00
07.01.2024 22:30 - 07.01.2024 22:45,0.00,100.00
07.01.2024 22:45 - 07.01.2024 23:00,0.00,100.00
07.01.2024 23:00 - 07.01.2024 23:15,0.00,100.00
07.01.2024 23:15 - 07.01.2024 23:30,0.00,100.00
07.01.2024 23:30 - 07.01.2024 23:45,0.00,100.00
07.01.2024 23:45 - 08.01.2024 00:00,0.00,100.00
08.01.2024 00:00 - 08.01.2024 00:15,0.00,100.00
08.01.2024 00:15 - 08.01.2024 00:30,0.00,100.00
08.01.2024 00:30 - 08.01.2024 00:45,0.00,100.00
08.01.2024 00:45 - 08.01.2024 01:00,0.00,100.00
08.01.2024 01:00 - 08.01.2024 01:15,0.00,100.00
08.01.2024 01:15 - 08.01.2024 01:30,0.00,100.00
08.01.2024 01:30 - 08.01.2024 01:45,0.00,100.00
08.01.2024 01:45 - 08.01.2024 02:00,0.00,100.00
08.01.2024 02:00 - 08.01.2024 02:15,0.00,100.00
08.01.2024 02:15 - 08.01.2024 02:30,0.00,100.00
08.01.2024 02:30 - 08.01.2024 02:45,0.00,100.00
08.01.2024 02:45 - 08.01.2024 03:00,0.00,100.00
08.01.2024 03:00 - 08.01.2024 03:15,0.00,100.00
08.01.2024 03:15 - 08.01.2024 03:30,0.00,100.00
08.01.2024 03:30 - 08.01.2024 03:45,0.00,100.00
08.01.2024 03:45 - 08.01.2024 04:00,0.00,100.00
08.01.2024 04:00 - 08.01.2024 04:15,0.00,100.00
08.01.2024 04:15 - 08.01.2024 04:30,0.00,100.00
08.01.2024 04:30 - 08.01.2024 04:45,0.00,100.00
08.01.2024 04:45 - 08.01.2024 05:00,0.00,100.00
08.01.2024 05:00 - 08.01.2024 05:15,0.00,100.00
08.01.2024 05:15 - 08.01.2024 05:30,0.00,100.00
08.01.2024 05:30 - 08.01.2024 05:45,0.00,100.00
08.01.2024 05:45 - 08.01.2024 06:00,0.00,100.00
08.01.2024 06:00 - 08.01.2024 06:15,0.00,100.00
08.01.2024 06:15 - 08.01.2024 06:30,0.00,100.00
08.01.2024 06:30 - 08.01.2024 06:45,0.00,100.00
08.01.2024 06:45 - 08.01.2024 07:00,0.00,100.00
08.01.2024 07:00 - 08.01.2024 07:15,0.00,100.00
08.01.2024 07:15 - 08.01.2024 07:30,0.00,100.00
08.01.2024 07:30 - 08.01.2024 07:45,0.00,100.00
08.01.2024 07:45 - 08.01.2024 08:00,0.00,100.00
08.01.2024 08:00 - 08.01.2024 08:15,0.00,100.00
08.01.2024 08:15 - 08.01.2024 08:30,0.00,100.00
08.01.2024 08:30 - 08.01.2024 08:45,0.00,100.00
08.01.2024 08:45 - 08.01.2024 09:00,0.00,100.00
08.01.2024 09:00 - 08.01.2024 09:15,0.00,100.00
08.01.2024 09:15 - 08.01.2024 09:30,0.00,100.00
08.01.2024 09:30 - 08.01.2024 09:45,0.00,100.00
08.01.2024 09:45 - 08.01.2024 10:00,0.00,100.00
08.01.2024 10:00 - 08.01.2024 10:15,-23.75,93.75
08.01.2024 10:15 - 08.01.2024 10:30,-23.75,87.50
08.01.2024 10:30 - 08.01.2024 10:45,-23.75,81.25
08.01.2024 10:45 - 08.01.2024 11:00,-23.75,75.00
08.01.2024 11:00 - 08.01.2024 11:15,0.00,75.00
08.01.2024 11:15 - 08.01.2024 11:30,0.00,75.00
08.01.2024 11:30 - 08.01.2024 11:45,0.00,75.00
08.01.2024 11:45 - 08.01.2024 12:00,0.00,75.00
08.01.2024 12:00 - 08.01.2024 12:15,-23.75,68.75
08.01.2024 12:15 - 08.01.2024 12:30,-23.75,62.50
08.01.2024 12:30 - 08.01.2024 12:45,-23.75,56.25
08.01.2024 12:45 - 08.01.2024 13:00,-23.75,50.00
08.01.2024 13:00 - 08.01.2024 13:15,-23.75,43.75
08.01.2024 13:15 - 08.01.2024 13:30,-23.75,37.50
08.01.2024 13:30 - 08.01.2024 13:45,-23.75,31.25
08.01.2024 13:45 - 08.01.2024 14:00,-23.75,25.00
08.01.2024 14:00 - 08.01.2024 14:15,-23.75,18.75
08.01.2024 14:15 - 08.01.2024 14:30,-23.75,12.50
08.01.2024 14:30 - 08.01.2024 14:45,-23.75,6.25
08.01.2024 14:45 - 08.01.2024 15:00,-23.75,0.00
08.01.2024 15:00 - 08.01.2024 15:15,0.00,0.00
08.01.2024 15:15 - 08.01.2024 15:30,0.00,0.00
08.01.2024 15:30 - 08.01.2024 15:45,0.00,0.00
08.01.2024 15:45 - 08.01.2024 16:00,0.00,0.00
08.01.2024 16:00 - 08.01.2024 16:15,0.00,0.00
08.01.2024 16:15 - 08.01.2024 16:30,0.00,0.00
08.01.2024 16:30 - 08.01.2024 16:45,0.00,0.00
08.01.2024 16:45 - 08.01.2024 17:00,0.00,0.00
08.01.2024 17:00 - 08.01.2024 17:15,0.00,0.00
08.01.2024 17:15 - 08.01.2024 17:30,0.00,0.00
08.01.2024 17:30 - 08.01.2024 17:45,0.00,0.00
08.01.2024 17:45 - 08.01.2024 18:00,0.00,0.00
08.01.2024 18:00 - 08.01.2024 18:15,0.00,0.00
08.01.2024 18:15 - 08.01.2024 18:30,0.00,0.00
08.01.2024 18:30 - 08.01.2024 18:45,0.00,0.00
08.01.2024 18:45 - 08.01.2024 19:00,0.00,0.00
08.01.2024 19:00 - 08.01.2024 19:15,0.00,0.00
08.01.2024 19:15 - 08.01.2024 19:30,0.00,0.00
08.01.2024 19:30 - 08.01.2024 19:45,0.00,0.00
08.01.2024 19:45 - 08.01.2024 20:00,0.00,0.00
08.01.2024 20:00 - 08.01.2024 20:15,0.00,0.00
08.01.2024 20:15 - 08.01.2024 20:30,0.00,0.00
08.01.2024 20:30 - 08.01.2024 20:45,0.00,0.00
08.01.2024 20:45 - 08.01.2024 21:00,0.00,0.00
08.01.2024 21:00 - 08.01.2024 21:15,0.00,0.00
08.01.2024 21:15 - 08.01.2024 21:30,0.00,0.00
08.01.2024 21:30 - 08.01.2024 21:45,0.00,0.00
08.01.2024 21:45 - 08.01.2024 22:00,0.00,0.00
08.01.2024 22:00 - 08.01.2024 22:15,0.00,0.00
08.01.2024 22:15 - 08.01.2024 22:30,0.00,0.00
08.01.2024 22:30 - 08.01.2024 22:45,0.00,0.00
08.01.2024 22:45 - 08.01.2024 23:00,0.00,0.00
08.01.2024 23:00 - 08.01.2024 23:15,0.00,0.00
08.01.2024 23:15 - 08.01.2024 23:30,0.00,0.00
08.01.2024 23:30 - 08.01.2024 23:45,0.00,0.00
08.01.2024 23:45 - 09.01.2024 00:00,0.00,0.00
09.01.2024 00:00 - 09.01.2024 00:15,25.00,5.94
09.01.2024 00:15 - 09.01.2024 00:30,25.00,11.87
09.01.2024 00:30 - 09.01.2024 00:45,25.00,17.81
09.01.2024 00:45 - 09.01.2024 01:00,25.00,23.75
09.01.2024 01:00 - 09.01.2024 01:15,25.00,29.69
09.01.2024 01:15 - 09.01.2024 01:30,25.00,35.62
09.01.2024 01:30 - 09.01.2024 01:45,25.00,41.56
09.01.2024 01:45 - 09.01.2024 02:00,25.00,47.50
09.01.2024 02:00 - 09.01.2024 02:15,25.00,53.44
09.01.2024 02:15 - 09.01.2024 02:30,25.00,59.37
09.01.2024 02:30 - 09.01.2024 02:45,25.00,65.31
09.01.2024 02:45 - 09.01.2024 03:00,25.00,71.25
09.01.2024 03:00 - 09.01.2024 03:15,5.26,72.50
09.01.2024 03:15 - 09.01.2024 03:30,5.26,73.75
09.01.2024 03:30 - 09.01.2024 03:45,5.26,75.00
09.01.2024 03:45 - 09.01.2024 04:00,5.26,76.25
09.01.2024 04:00 - 09.01.2024 04:15,0.00,76.25
09.01.2024 04:15 - 09.01.2024 04:30,0.00,76.25
09.01.2024 04:30 - 09.01.2024 04:45,0.00,76.25
09.01.2024 04:45 - 09.01.2024 05:00,0.00,76.25
09.01.2024 05:00 - 09.01.2024 05:15,25.00,82.19
09.01.2024 05:15 - 09.01.2024 05:30,25.00,88.12
09.01.2024 05:30 - 09.01.2024 05:45,25.00,94.06
09.01.2024 05:45 - 09.01.2024 06:00,25.00,100.00
09.01.2024 06:00 - 09.01.2024 06:15,0.00,100.00
09.01.2024 06:15 - 09.01.2024 06:30,0.00,100.00
09.01.2024 06:30 - 09.01.2024 06:45,0.00,100.00
09.01.2024 06:45 - 09.01.2024 07:00,0.00,100.00
09.01.2024 07:00 - 09.01.2024 07:15,0.00,100.00
09.01.2024 07:15 - 09.01.2024 07:30,0.00,100.00
09.01.2024 07:30 - 09.01.2024 07:45,0.00,100.00
09.01.2024 07:45 - 09.01.2024 08:00,0.00,100.00
09.01.2024 08:00 - 09.01.2024 08:15,0.00,100.00
09.01.2024 08:15 - 09.01.2024 08:30,0.00,100.00
09.01.2024 08:30 - 09.01.2024 08:45,0.00,100.00
09.01.2024 08:45 - 09.01.2024 09:00,0.00,100.00
09.01.2024 09:00 - 09.01.2024 09:15,-23.75,93.75
09.01.2024 09:15 - 09.01.2024 09:30,-23.75,87.50
09.01.2024 09:30 - 09.01.2024 09:45,-23.75,81.25
09.01.2024 09:45 - 09.01.2024 10:00,-23.75,75.00
09.01.2024 10:00 - 09.01.2024 10:15,-23.75,68.75
09.01.2024 10:15 - 09.01.2024 10:30,-23.75,62.50
09.01.2024 10:30 - 09.01.2024 10:45,-23.75,56.25
09.01.2024 10:45 - 09.01.2024 11:00,-23.75,50.00
09.01.2024 11:00 - 09.01.2024 11:15,-23.75,43.75
09.01.2024 11:15 - 09.01.2024 11:30,-23.75,37.50
09.01.2024 11:30 - 09.01.2024 11:45,-23.75,31.25
09.01.2024 11:45 - 09.01.2024 12:00,-23.75,25.00
09.01.2024 12:00 - 09.01.2024 12:15,-23.75,18.75
09.01.2024 12:15 - 09.01.2024 12:30,-23.75,12.50
09.01.2024 12:30 - 09.01.2024 12:45,-23.75,6.25
09.01.2024 12:45 - 09.01.2024 13:00,-23.75,0.00
09.01.2024 13:00 - 09.01.2024 13:15,0.00,0.00
09.01.2024 13:15 - 09.01.2024 13:30,0.00,0.00
09.01.2024 13:30 - 09.01.2024 13:45,0.00,0.00
09.01.2024 13:45 - 09.01.2024 14:00,0.00,0.00
09.01.2024 14:00 - 09.01.2024 14:15,0.00,0.00
09.01.2024 14:15 - 09.01.2024 14:30,0.00,0.00
09.01.2024 14:30 - 09.01.2024 14:45,0.00,0.00
09.01.2024 14:45 - 09.01.2024 15:00,0.00,0.00
09.01.2024 15:00 - 09.01.2024 15:15,0.00,0.00
09.01.2024 15:15 - 09.01.2024 15:30,0.00,0.00
09.01.2024 15:30 - 09.01.2024 15:45,0.00,0.00
09.01.2024 15:45 - 09.01.2024 16:00,0.00,0.00
09.01.2024 16:00 - 09.01.2024 16:15,0.00,0.00
09.01.2024 16:15 - 09.01.2024 16:30,0.00,0.00
09.01.2024 16:30 - 09.01.2024 16:45,0.00,0.00
09.01.2024 16:45 - 09.01.2024 17:00,0.00,0.00
09.01.2024 17:00 - 09.01.2024 17:15,0.00,0.00
09.01.2024 17:15 - 09.01.2024 17:30,0.00,0.00
09.01.2024 17:30 - 09.01.2024 17:45,0.00,0.00
09.01.2024 17:45 - 09.01.2024 18:00,0.00,0.00
09.01.2024 18:00 - 09.01.2024 18:15,0.00,0.00
09.01.2024 18:15 - 09.01.2024 18:30,0.00,0.00
09.01.2024 18:30 - 09.01.2024 18:45,0.00,0.00
09.01.2024 18:45 - 09.01.2024 19:00,0.00,0.00
09.01.2024 19:00 - 09.01.2024 19:15,0.00,0.00
09.01.2024 19:15 - 09.01.2024 19:30,0.00,0.00
09.01.2024 19:30 - 09.01.2024 19:45,0.00,0.00
09.01.2024 19:45 - 09.01.2024 20:00,0.00,0.00
09.01.2024 20:00 - 09.01.2024 20:15,0.00,0.00
09.01.2024 20:15 - 09.01.2024 20:30,0.00,0.00
09.01.2024 20:30 - 09.01.2024 20:45,0.00,0.00
09.01.2024 20:45 - 09.01.2024 21:00,0.00,0.00
09.01.2024 21:00 - 09.01.2024 21:15,0.00,0.00
09.01.2024 21:15 - 09.01.2024 21:30,0.00,0.00
09.01.2024 21:30 - 09.01.2024 21:45,0.00,0.00
09.01.2024 21:45 - 09.01.2024 22:00,0.00,0.00
09.01.2024 22:00 - 09.01.2024 22:15,0.00,0.00
09.01.2024 22:15 - 09.01.2024 22:30,0.00,0.00
09.01.2024 22:30 - 09.01.2024 22:45,0.00,0.00
09.01.2024 22:45 - 09.01.2024 23:00,0.00,0.00
09.01.2024 23:00 - 09.01.2024 23:15,0.00,0.00
09.01.2024 23:15 - 09.01.2024 23:30,0.00,0.00
09.01.2024 23:30 - 09.01.2024 23:45,0.00,0.00
09.01.2024 23:45 - 10.01.2024 00:00,0.00,0.00
10.01.2024 00:00 - 10.01.2024 00:15,5.26,1.25
10.01.2024 00:15 - 10.01.2024 00:30,5.26,2.50
10.01.2024 00:30 - 10.01.2024 00:45,5.26,3.75
